name,description,lat,lng
Ogunohara Park,http://tokyo-eastpark.com/ogunohara/,35.75173,139.777052
Oyamadairi Park,https://www.tokyo-park.or.jp/park/format/index064.html,35.606153,139.368209
Oyamada Park,https://www.tokyo-park.or.jp/park/format/index063.html,35.596176,139.416352
Ueno Zoological Gardens,http://www.tokyo-zoo.net/zoo/ueno/<br>入園料がかかります,35.716933,139.771103
Kasai Rinkai Park,https://www.tokyo-park.or.jp/park/format/index026.html,35.642267,139.860308
Tokyo Sea Life Park,http://www.tokyo-zoo.net/zoo/kasai/hours.html<br>入園料がかかります,35.640133,139.862095
Kameido-Chuo Park,http://tokyo-eastpark.com/kameido/,35.69991,139.838449
Kinuta Park,https://www.tokyo-park.or.jp/park/format/index004.html,35.630434,139.620212
Kiba Park,https://www.tokyo-park.or.jp/park/format/index020.html,35.67643,139.808723
Kyu Iwasaki-tei Gardens,https://www.tokyo-park.or.jp/teien/contents/index035.html<br>入園料がかかります,35.709793,139.767205
Kyu Shiba-rikyu Gardens,https://www.tokyo-park.or.jp/teien/contents/index029.html<br>入園料がかかります,35.655797,139.758051
Kyu Furukawa Gardens,https://www.tokyo-park.or.jp/teien/contents/index034.html<br>入園料がかかります,35.74313,139.746666
Kiyosumi Gardens,http://teien.tokyo-park.or.jp/contents/index033.html<br>入園料がかかります,35.68068,139.797804
Koishikawa Korakuen Gardens,https://www.tokyo-park.or.jp/teien/contents/index030.html<br>入園料がかかります,35.704709,139.749581
Koganei Park,https://www.tokyo-park.or.jp/park/format/index050.html,35.716572,139.517915
Komazawa Olympic Park,https://www.tokyo-park.or.jp/park/format/index040.html,35.6265,139.661508
Komiya Park,https://tamaparks.com/komiya/,35.673243,139.340813
Sakuragaoka Park,https://www.tokyo-park.or.jp/park/format/index065.html,35.636889,139.460928
Sayama Sakai Scenic Road,http://musashinoparks.com/kouen/sayama/,35.713888,139.539714
Sayama Park,http://www.sayamaparks.com/sayama/,35.763192,139.44159
Sarue Park,http://tokyo-eastpark.com/sarueonshi/,35.690754,139.818454
Shioiri Park,http://www.tokyo-park.or.jp/park/format/index017.html,35.7365,139.809326
Shiokaze Park,http://www.tptc.co.jp/park/01_03<br>一部工事中の箇所あり,35.624017,139.768858
Shinozaki Park,https://www.tokyo-park.or.jp/park/format/index025.html,35.715888,139.897894
Shiba Park,https://www.tokyo-park.or.jp/park/format/index001.html,35.654709,139.747998
Shakujii Park,https://www.tokyo-park.or.jp/park/format/index006.html,35.738175,139.596213
Johoku-Chuo Park,https://www.tokyo-park.or.jp/park/format/index022.html,35.756099,139.672888
Jindai Botanical Gardens,https://www.tokyo-park.or.jp/park/format/index045.html<br>入園料がかかります,35.669088,139.547297
Sengenyama Park,http://musashinoparks.com/kouen/sengenyama/,35.679281,139.500406
Zenpukujigawa Park,https://www.tokyo-park.or.jp/park/format/index021.html,35.690298,139.632341
Zenpukuji Park,https://www.tokyo-park.or.jp/park/format/index010.html,35.715263,139.589825
Soshigaya Park,https://www.tokyo-park.or.jp/park/format/index008.html,35.654178,139.599095
Daiba Park,http://www.tptc.co.jp/park/01_02,35.633906,139.772664
Takiyama Park,https://tamaparks.com/takiyama/,35.701066,139.329217
Tamagawajosui Scenic Road,http://musashinoparks.com/kouen/tamagawa/,35.68131,139.602805
Tama Zoological Park,http://www.tokyo-zoo.net/zoo/tama/<br>入園料がかかります,35.64998,139.402052
Tokyo Rinkai Disaster Prevention Park,http://www.tokyorinkai-koen.jp/,35.635418,139.794339
Toneri Park,https://www.tokyo-park.or.jp/park/format/index024.html,35.797453,139.769571
Tonogayato Gardens,https://www.tokyo-park.or.jp/teien/contents/index036.html<br>入園料がかかります,35.698255,139.481865
Toyama Park,https://www.tokyo-park.or.jp/park/format/index002.html,35.705558,139.715056
Nakagawa Park,http://tokyo-eastpark.com/nakagawa/,35.775686,139.84613
Nakato Park,http://www.sayamaparks.com/nakato/,35.761508,139.397355
Naganuma Park,https://www.tokyo-park.or.jp/park/format/index067.html,35.637743,139.368535
Nogawa Park,http://musashinoparks.com/kouen/nogawa/,35.682834,139.525446
Noyamakita-Rokudoyama Park,http://www.sayamaparks.com/noyama/,35.765484,139.379253
Hachikokuyama Park,http://www.sayamaparks.com/hachikokuyama/,35.767895,139.455835
Hama-rikyu Gardens,https://www.tokyo-park.or.jp/teien/contents/index028.html<br>入園料がかかります,35.660173,139.763771
Higashi-Ayase Park,http://tokyo-eastpark.com/higashiayase/,35.770226,139.833413
Higashi-Shirahige Park,http://www.tokyo-park.or.jp/park/format/index012.html,35.732864,139.814099
Higashi-Fushimi Park,https://musashinoparks.com/kouen/higashifushimi/,35.728275,139.556966
Higashimurayama-Chuo Park,http://www.tokyo-park.or.jp/park/format/index051.html,35.747604,139.45983
Higashiyamato Park,http://www.sayamaparks.com/higashiyamato/,35.756438,139.430966
Higashiyamato-Minami Park,http://www.tokyo-park.or.jp/park/format/index052.html,35.734034,139.422653
Hikarigaoka Park,https://www.tokyo-park.or.jp/park/format/index023.html,35.767372,139.628552
Hibiya Park,https://www.tokyo-park.or.jp/park/format/index037.html,35.67383,139.756235
Hirayama-joshi Park,https://www.tokyo-park.or.jp/park/format/index066.html,35.639381,139.381524
Fuchunomori Park,http://www.tokyo-park.or.jp/park/format/index048.html,35.677142,139.49206
Mizumoto Park,https://www.tokyo-park.or.jp/park/format/index041.html,35.791678,139.870477
Mukojima-Hyakkaen Gardens,https://www.tokyo-park.or.jp/teien/contents/index032.html<br>入園料がかかります,35.723857,139.81559
Musashikokubunji Park,http://musashinoparks.com/kouen/musasikoku/,35.697146,139.472199
Musashino Park,http://musashinoparks.com/kouen/musasino/,35.688571,139.519166
Musashino-Chuo Park,http://www.tokyo-park.or.jp/park/format/index059.html,35.718094,139.558432
Musashino-no-mori Park,https://www.tokyo-park.or.jp/park/format/index058.html,35.673932,139.524254
Yumenoshima Park,http://www.yumenoshima.jp/park/<br>一部工事中の箇所あり,35.649659,139.82649
Yumenoshima Tropical Greenhouse Dome,http://www.yumenoshima.jp/botanicalhall/<br>入園料がかかります,35.651206,139.828805
Yokoamicho Park,http://tokyoireikyoukai.or.jp/,35.699292,139.797004
Yoyogi Park,http://www.tokyo-park.or.jp/park/format/index039.html,35.671274,139.695449
Ryonan Park,https://tamaparks.com/ryonan/,35.648987,139.288335
Rinshinomori Park,http://www.tokyo-park.or.jp/park/format/index003.html,35.624974,139.702471
Roka Koshun-en Gardens,http://www.tokyo-park.or.jp/park/format/index007.html,35.661803,139.61253
Rikugien Gardens,https://www.tokyo-park.or.jp/teien/contents/index031.html<br>入園料がかかります,35.732546,139.746224
Rokusen Park,http://musashinoparks.com/kouen/rokusen/,35.749588,139.522741
Wadabori Park,http://www.tokyo-park.or.jp/park/format/index095.html,35.684156,139.641134
Ariake Tennis Park,,35.634977,139.787491
Ariake West Terminal Park,,35.627311,139.794404
Aomi Kita Port Park,,35.61887,139.773662
Aomi Central Port Park,http://www.tptc.co.jp/park/01_07,35.620759,139.780349
Aomi Minami Terminal Park,,35.614833,139.778864
Aomi Green Park,http://www.tptc.co.jp/park/01_08,35.619812,139.780427
Akatsuki Terminal Park,http://www.tptc.co.jp/park/01_10,35.608165,139.7914
Ariake Kita Greenway,http://www.tptc.co.jp/park/02_06,35.632475,139.782922
Oi Central Seaside Park Sports Forest,http://seaside-park.jp/park_ooisports/<br>一部工事中の箇所あり　　,35.592256,139.751714
Oi Central Seaside Park Nagisa Forest,http://seaside-park.jp/park_nagisa/,35.594186,139.749734
Oi Greenway,http://seaside-park.jp/otherpark/#otherP11,35.596494,139.754521
Odaiba Marine Park,http://www.tptc.co.jp/park/01_02,35.630737,139.776045
Kasai Seaside Park,http://www.tokyo-park.or.jp/park/format/index027.html,35.638241,139.855131
Keihin Canal-side Greenway,http://seaside-park.jp/otherpark/#otherP09,35.606247,139.75252
Keihinjima Tsubasa Park,http://seaside-park.jp/otherpark/#otherP04,35.571013,139.770478
Keihinjima Port Park,http://seaside-park.jp/otherpark/#otherP05,35.57175,139.760513
Keihinjima Greenway,http://seaside-park.jp/otherpark/#otherP13,35.568238,139.75895
Container Terminal Park,http://seaside-park.jp/otherpark/#otherP02,35.603902,139.761198
Shinagawa Kita Port Park,http://seaside-park.jp/otherpark/#otherP01,35.63033,139.755134
Shibaura Minami Port Park,http://seaside-park.jp/otherpark/#otherP14,35.636963,139.760192
Jonanjima Seaside Park,http://seaside-park.jp/park_jonan/,35.578356,139.783916
Jonanjima Port Park,http://seaside-park.jp/otherpark/#otherP06,35.578688,139.772676
Jonanjima Greenway,http://seaside-park.jp/otherpark/#otherP12,35.579586,139.778024
Shinkiba Park,http://www.tptc.co.jp/park/03_04,35.642082,139.823503
Shinkiba Green Park,http://www.tptc.co.jp/park/03_05,35.640426,139.840441
Symbol Prome-nade Park,http://www.tptc.co.jp/park/01_04,35.627756,139.782606
Tatsumi Seaside Park,http://www.tptc.co.jp/park/03_01<br>一部工事中の箇所あり,35.648484,139.815722
Tatsumi no Mori Green Park,http://www.tptc.co.jp/park/03_02,35.64575,139.814328
Tokai Port Park,http://seaside-park.jp/otherpark/#otherP07,35.57775,139.756327
Tokai Greenway,http://seaside-park.jp/otherpark/#otherP08,35.584841,139.754603
Port of Tokyo Wild Bird Park,http://www.wildbirdpark.jp/<br>入園料がかかります,35.583872,139.760308
Harumibashi Park,http://www.tptc.co.jp/park/02_02,35.653477,139.792089
Harumi Terminal Park,http://www.tptc.co.jp/park/02_01　　　　　　　　　休園中,35.647881,139.771154
Higashi Yashio GreenWay,,35.619576,139.771766
Mizu no Hiroba Park,http://www.tptc.co.jp/park/02_04,35.625052,139.782704
Minato-ga-oka-Port Park,http://seaside-park.jp/otherpark/#otherP03,35.596426,139.762992
Yume no Shima Green Park,http://www.tptc.co.jp/park/03_03,35.647501,139.830314
Wakasu Seaside Park(Wakasu Golf Links),http://www.tptc.co.jp/park/03_07（http://wakasu.golftk.com/）,35.622301,139.837246
Start,,35.7167092,139.6610785
Heiwa-no-Mori Park,This is one of the largest parks in the city and it has popular walking and jogging courses surrounded by grass plazas. There is also playground equipment specially designed for light workouts that adults can use.<br>The park is being redeveloped with the theme of “Creating parks in the center of Nakano perfect for nurturing health and interactions through sport and greenery.” (The park is scheduled to be reopened in August 2019.) [Currently under refurbishment.],35.7170838,139.6627522
Numabukuro Hikawa Shrine Dokan Cedar Tree,"The shrine was founded around the time of the Shohei period (1346 to 1370) with the making of a branch shrine to enshrine the Susanoo deity, transferred from the Omiya Hikawa Shrine in Musashi Ichnomiya. It is also known as an old shrine related to Ota Dokan, who built Edo Castle. The remains of the “Dokan Cedar Tree”, and the ""Sanbon negai matsu"" tree that is enshrined as a sacred tree, can be found on the shrine grounds.",35.7196316,139.6668506
Maruyamazuka Park,"This park has swings, a slide, monkey bars, and other playground equipment. There are lots of trees with beautiful colors in the autumn.",35.7233902,139.6629453
Musashinoryoen,"<img src=""https://lh6.googleusercontent.com/ZdIhHcsCFIFYE0c8sDftzwDU-zu8qTBMIa-LpCnRlM8LETAP_AP8c0lPDHkYiUeIZaHs2NEGkl5Sis0V4gxq7wc4iuXSJaAwA3eHH3wiSC82FJTKThQG3m7pekwCFPI"" height=""200"" width=""auto"" /><br><br>",35.7275078,139.6634951
Egota-no-Mori Park,"During the Edo period, this area was used for falconry by the shogun and it still has the most woodlands of anywhere within the city, enabling you to feel the vestiges of Musashino. In 1912, as a thank you to Japan sending sakura trees to the Potomac River in Washington, America sent dogwood, which were planted in this area where the Nogata Nursery was once located. Saplings of the descendants of those original trees now grow on the dogwood hill inside the park.",35.7303014,139.6658474
Goal,,35.7301925,139.6669793
Zenjoin Temple,,35.7211527,139.6649904
Jissoin Temple,,35.721346,139.6624214
Hyakkannon Meiji Temple,,35.722094,139.66386
Egota Hikawa Shrine,,35.727327,139.666629
Tofuku Temple,,35.7273238,139.6681204
Remains of North Egota,,35.7301158,139.6675392
Shoyu-ya’s Castanopsis Tree,"On the grounds of the Nakano Historical Museum, there is a 500-year-old castanopsis tree. As Mr. Yamazaki, who donated the land that the Nakano Historical Museum is on once made soy sauce, the tree is beloved as the “castanopsis tree of the soy sauce store.” As the official tree of Nakano, the castanopsis tree is associated with this tree.",35.7244851,139.6652441
Shindo Bridge,"It is said that the frogs that were caught in this area and given to the Tokugawa shogunate as food in the Edo period were used as Chinese medicine. Thus, pictures of frogs are depicted on the bridge railings.<br><br><img src=""https://lh3.googleusercontent.com/h-5mmZtnlzs3Lz_sA7AigqzKGWLnDapg6HdCeyZ3PfG3xMyzgLSKxX-IY2l5DXeXPuoSYSLQx_bNdy9YI35oz_DtKzeMx8I4E_AVNHyPEWho5C78dKXHW_qHYcoq4g"" height=""200"" width=""auto"" /><br><br><img src=""https://lh5.googleusercontent.com/2p-eCDF1N9KXjO0-iIXoIjuKQO-A3tmHWvw1v-XEt_UVJrU8FuKEp05wCEli3Xti6jukJ-9eeWYlP3cOxPtzvexn-G06HT10XiJypQ7nrC9bA3U4PjFt3rRj6iBaRHQ"" height=""200"" width=""auto"" /><br><br><img src=""https://lh6.googleusercontent.com/NynMZVfktw4Awf02iXLHscU3MsgABI5SMNU6z-Xx7UnDnH21PQeCUNhjTgfaaQIqjstejjGPhXOGDZJ2_IhxWPkIdz4uiKaVIv81zBv40VIlUYEzgZZMctLNV7pVjV0"" height=""200"" width=""auto"" />",35.7187312,139.663493
Yamazaki Memorial Nakano Historical Museum,"This museum was built on land donated by an honorary citizen of Tokyo, the now-deceased Mr. Kisaku Yamazaki, for the purpose of conserving and exhibiting local cultural assets. There are three exhibition rooms—permanent exhibition room, special exhibition room, and planned exhibition room—and in addition to being able to learn about the history of Nakano from primitive times to now, you can also see an actual stone mill in the carpark that was once used to mill buckwheat flour.<br><br><img src=""https://lh3.googleusercontent.com/dRWMAoGm_WEHQfT-hLbKE37ndAzG7rj_ZRhIN-UNulR28f57tZkeJy-8kmu1CFkOYQU-6fsbJ6_GEd0CpXeBtS3qe4uTO3TsQuVBdGnom6vSZeC8Ge5nilthsvcxyr0"" height=""200"" width=""auto"" />",35.72397,139.6649177
Heiwa-no-Mori Park Shonen Sports Park,The area around Shonen Sports Park is closed due to refurbishment.,35.7175852,139.6627109
Sri Lanka Curry & Bar Sujatha,,35.7219325,139.6627161
Homemade Confectionery Avignon,"Why not try the “Numa choco” that uses carefully-selected chocolate from various countries and is layered with almond cream, and “Osama potato” that has a rich sweet potato fragrance?<br><br><img src=""https://lh3.googleusercontent.com/tcUrEO567K0DYWBYZhroIk1hZMsFUjDxsHEKjC57F7LZupkNvf9TicAoeX-59qsvfqpVB9ouXzE_VB1j3tpeZktGGRgcsztbPo_rjVhA6es-DfKNTqfCTwKhBxOl1_KX"" height=""200"" width=""auto"" />",35.7204232,139.6634196
Start,,35.7227717,139.6378398
Saginomiya Sta.,"<img src=""https://lh5.googleusercontent.com/UbjkTjhBMPEOuXepjH3zlaleFkXEaAAkk_bx3TytpFJbOFbUkqCdwttIdflCzAT-EfuJb3AbnqDuE5j4nUspYvgCSqcX53wRID6gv4rTGXJV21D1xX1oHC5LhLbPcnk"" height=""200"" width=""auto"" /><br><br>",35.7226062,139.6398783
Olive Bridge,"This is a bright green bridge that crosses the Myoshoji River and was named the Olive Bridge as Sakae Tsuboi who wrote the novel, “Twenty-four Eyes” which is set on Shodoshima and is famous for olives, lived nearby (the bridge is under construction until July 2018). Wakamiya Olive Park, where various trees grow, is also nearby.",35.7198755,139.6400446
Shirasagi Seseragi Park,"This park has a multipurpose sports ﬁeld, playground equipment, and exercise equipment.",35.7170925,139.6392184
Yamato Park,"Built next to a children's center, there is various playground equipment available as well as a wading pool only available in summer.",35.7157771,139.6518892
Shindo Bridge,"It is said that the frogs that were caught in this area and given to the Tokugawa shogunate as food in the Edo period were used as Chinese medicine. Thus, pictures of frogs are depicted on the bridge railings.",35.7187344,139.6634951
Tetsugakudo Park,"This garden was built as a park for learning about world philosophies by the founder of Toyo University, Dr. Enryo Inoue, in 1904. The world’s philosophies are visually expressed in 77 spots with unique buildings that have names derived from philosophy as the 77 sites inside the Temple Garden of Philosophy, stone statues, lakes, and so forth. It is set up so that by visiting each one, you can learn philosophy related information, concepts, and world views. Experience a walking trip and contemplation through the 77 philosophies in the park that retains the refinement of the Meiji and Taisho periods.",35.7225235,139.6740282
Goal,,35.7220139,139.6731913
Yamatocho Hachiman Shrine,,35.7141738,139.650571
Ruins of Nogata Town Hall,,35.7183445,139.6534136
Nijusanya Stone,,35.7174532,139.6578176
Nogata Daini Park West Jizo,,35.7131428,139.6571162
Seikoku Temple,,35.7185279,139.6589965
Numabukuro Hikawa Shrine Dokan Cedar Tree,"The shrine was founded around the time of the Shohei period (1346 to 1370) with the making of a branch shrine to enshrine the Susanoo deity, transferred from the Omiya Hikawa Shrine in Musashi Ichnomiya. It is also known as an old shrine related to Ota Dokan, who built Edo Castle. The remains of the “Dokan Cedar Tree”, and the ""Sanbon negai matsu"" tree that is enshrined as a sacred tree, can be found on the shrine grounds.<br><br><img src=""https://lh3.googleusercontent.com/zjH4iVbtin4tAWbw2pEllBkVaAzPvUF_ksozTTslgrfQl7vsVI1ror1rLVa_wYXCcABdqjZWE91yewLOHmElPAn-iTrEMHyZz9oCdn_93wc3jWcaoYFqDlsRpTjqo-Q"" height=""200"" width=""auto"" />",35.719628,139.666849
Inscription of Land Grading,,35.7239174,139.67006
Inscription of the Ancient Egota Battleﬁeld,,35.7238453,139.6706686
Kitano Shrine (Matsugaoka),,35.7226238,139.6712048
Heiwa-no-Mori Park,"<img src=""https://lh6.googleusercontent.com/jBAVrup_4msO7AlX-kPpwjvfv0ZHze8H43EKxbLu-csbzU9cu0wSuTB_HBWq29Sa1FMe9pgLQVGxOLCt0fnLdSA30f2E60ADjfY636YSVxIvCaKX-5-1Lv0cqbdZzMSi"" height=""200"" width=""auto"" /><br><br>中野刑務所跡地に開設され、区内でも有数の広さを誇る公園です。園内には草地広場を囲むウォーキングやジョギングに人気のコースがあり、大人も楽しみながら気軽に使えるトリム遊具（健康遊具）も配置されています。<br>「スポーツとみどりで健康・交流を育む、中野の中心にふさわしい公園づくり」をテーマに再整備を進めています（平成31年（2019年）8月より全面開園予定）。／This is one of the largest parks in the city and it has popular walking and jogging courses surrounded by grass plazas. There is also playground equipment specially designed for light workouts that adults can use.<br>The park is being redeveloped with the theme of “Creating parks in the center of Nakano perfect for nurturing health and interactions through sport and greenery.” (The park is scheduled to be reopened in August 2019.)                                                                                                                                    現在再整備工事中。平成31年（2019年）8月より全面開園予定／Currently under refurbishment. Will reopen in August 2019.<br><br><img src=""https://lh5.googleusercontent.com/8c99eVkIYCiijYf7so0SUOVFKAHvp8juHL0PSL4qqCwifJkIiljrKKJ9wMlWULT0RP_Sgh5pliKBB3MC33OhittLWOgX_AVjBmYsVlFunYis_1OxYHyvdHG-c_wj9Xw"" height=""200"" width=""auto"" />",35.7170838,139.6631019
Egota Park,,35.7228398,139.6711951
Heiwa-no-Mori Park Shonen Sports Park,The area around Shonen Sports Park is closed due to refurbishment.,35.7177376,139.6626412
Start,,35.7222665,139.6394384
Saginomiya Sta.,"<img src=""https://lh6.googleusercontent.com/ik26rI9kO8dmx68gZ6t73MCDPpn9g7O_AzLeXVhSgNvYiyUFbCrwMJJkH6RidCGU7xVOYj8D0k_q-PWAfypcguOQyJuO4ENe3WqNNScQ7ysps0Dm8_z8-_lD6P8VO7g"" height=""200"" width=""auto"" /><br><br>",35.7226193,139.639889
Fukuzoin Temple,"As you go around the temple gate, there are 13 Buddha stone statues on the right side placed to pray for the savior of the dead that are judged in the afterlife.",35.7219138,139.6392667
Saginomiya Hachiman Shrine,"Built in 1064, the locals called the shrine “Saginomiya Shrine” as there were many sagi (herons) living on the shrine grounds and this is in turn said to be the origin of the name of the Saginomiya area. The Saginomiya Japanese festival music that plays at the festival in August is designated as an Important Intangible Folk Cultural Property of Nakano City.",35.721622,139.6383065
Kasei-chan Monument,"The Kasei-chan character was born in 2002 when the Toritsu-Kasei Shopping Street Promotion Association asked cartoonist Mr. Tetsuya Chiba to create it. To celebrate its 10th birthday, a sculpture was made and placed at the south exit of Toritsu-Kasei Station. Kasei-chan appears at many events and is beloved in the area.",35.7222197,139.6443965
Nogata Sta.,"<img src=""https://lh3.googleusercontent.com/W6eNurwoRyeDcX6xPj1oJ4GjlHRWuQiWimGATKpRNp4fIDWNxJ7b4YRZz3uMqVvIQiXDQ0XnyNqKZzLr793PS6yI2pQNLw0vLMo_Fnxk52cqPhUBUTRmBviGzXzUriI"" height=""200"" width=""auto"" /><br><br>",35.7197862,139.6528722
Goal,,35.7197623,139.6532303
Olive Bridge,"This is a bright green bridge that crosses the Myoshoji River and was named the Olive Bridge as Sakae Tsuboi who wrote the novel, “Twenty-four Eyes” which is set on Shodoshima and is famous for olives, lived nearby (the bridge is under construction until July 2018). Wakamiya Olive Park, where various trees grow, is also nearby.<br><br><img src=""https://lh3.googleusercontent.com/Po0lSsk7S5pKJMyummz3Debz43jGgwnmxv5C8VD3dXswptzl-9CN8hbZFUxqXeKYAyARaig6bNTFKYncUIbbTJdGf48HQS8J1KuyBBV76r0jp9GVjFH6m_T1aqbycFlR"" height=""200"" width=""auto"" /><br><br><img src=""https://lh4.googleusercontent.com/pwiZbq-OWd34hv-zi21EOdEnzbpZW-Afi67qqsKRyodmJXy1F0f_x8IfxjFcer4r0Qz5gYaQ1-tUZHZQb1hYszguIz6sh_Qki6Ft2S5GqBLHd-mZSY9GBomvue2RwA"" height=""200"" width=""auto"" />",35.7198769,139.6400586
Nakajimaya Butcher Shop,Their popular homemade mince cutlets use meat that is so safe and hygienic they supply them to the local school and restaurants. So juicy and delicious they don’t need sauce.,35.7188288,139.65048
Fruit Parlor Sun Fleur,Ripe fruit is married to natural gelatin with no added preservatives to create these sweets. The restaurant also runs fruit cutting classes.,35.722714,139.6441809
Start,,35.7215741,139.6409056
Souro Park,The name of this park is derived from the fact that its location used to be between Kamisaginomiya and Shimosaginomiya.,35.7217243,139.6403638
Fukuzoin Temple,A temple of the Buzan sect of Shingon Buddhism. There are wonderful maple trees on the premises and the autumnal foliage is magniﬁcent.,35.7219312,139.6392613
Olive Bridge,"This is a bright green bridge that crosses the Myoshoji River and was named the Olive Bridge as Sakae Tsuboi who wrote the novel, “Twenty-four Eyes” which is set on Shodoshima and is famous for olives, lived nearby (the bridge is under construction until July 2018). Wakamiya Olive Park, where various trees grow, is also nearby.",35.7198799,139.6400607
Nishi-Yamato Park,This park has children's playground equipment as well as exercise equipment.,35.7147557,139.6437715
Shirasagi Seseragi Park,The relaxing park has integrated playground equipment and exercise equipment for all ages to enjoy.,35.7170946,139.6392211
Goal,,35.7164392,139.6403074
Mitake Shrine,,35.7245682,139.63258
Saginomiya Hachiman Shrine,"Built in 1064, the locals called the shrine “Saginomiya Shrine” as there were many sagi (herons) living on the shrine grounds and this is in turn said to be the origin of the name of the Saginomiya area. The Saginomiya Japanese festival music that plays at the festival in August is designated as an Important Intangible Folk Cultural Property of Nakano City.",35.7216163,139.6383009
Myoho-yu,,35.7270762,139.6970641
Kenko Land Suehiro-yu,,35.732816,139.692371
Yamano-yu,,35.736609,139.696543
Morikazu Kumagai Memorial Gallery,,35.733707,139.690854
Aoyama Park,https://www.tokyo-park.or.jp/park/format/index080.html,35.66878,139.719001
Akatsuka Park,https://www.tokyo-park.or.jp/park/format/index005.html,35.784676,139.656438
Akirudai Park,https://www.tokyo-park.or.jp/park/format/index053.html,35.729686,139.300378
Inokashira Park,http://www.kensetsu.metro.tokyo.jp/jimusho/seibuk/inokashira/index.html,35.699709,139.572418
Ueno Park,http://www.kensetsu.metro.tokyo.jp/jimusho/toubuk/ueno/index_top.html,35.713557,139.774626
Ukita Park,http://tokyo-eastpark.com/ukita/,35.674013,139.859905
Ukima Park,https://www.tokyo-park.or.jp/park/format/index009.html,35.794366,139.69261
